Company Name,ISO Country Code,Country,City,Address,NACE Rev. 2 Code principal,"NACE Principal Rev. 2, description ",Sector,Main activity,Description in English,Website,"Operating result [=EBIT]
mEUR 2021","Operating result [=EBIT]
mEUR 2020","Operating result [=EBIT]
mEUR 2019","Turnover
mEUR 2021","Turnover
mEUR 2020","Turnover
mEUR 2019",Operating margin 2019,Operating margin 2020,Operating margin 2021,Weighted Average Operating margin 2019-2021
MAX MARA S A S,FR,France,PARIS,,4771.0,Commerce de détail d'habillement en magasin spécialisé,Engaged in the wholesale distribution of a range of suits and overcoats for women and children,Wholesale,Engaged in the wholesale distribution of a range of suits and overcoats for women and children [source: Bureau van Dijk],www.maxmara.com,1.720444,1.109068,1.854727,23.993468,19.379516,39.951951,0.04642394059804489,0.057228880225904506,0.0717046822910302,0.05621653350224635
GOLD MOVING COMPANY S.R.L.,IT,Italie,ROMA,VIA SILICELLA 47,4777.0,Commerce de détail d'articles d'horlogerie et de bijouterie en magasin spécialisé,Engaged in the wholesale distribution of jewelry,Wholesale,Engaged in the wholesale distribution of jewelry [source: Bureau van Dijk],,0.032429,0.022221,0.01121,23.971997,6.062631,4.06522,0.0027575383374085533,0.0036652403882076945,0.0013527867536442624,0.0019313869082348987
SPORT VISION SKOPJE DOOEL,MK,Macédoine du Nord,SKOPJE,,4772.0,Commerce de détail de chaussures et d'articles en cuir en magasin spécialisé,"Operates a shoe store specializing in selling men's, women's and children's footwear",Retail,"Operates a shoe store specializing in selling men's, women's and children's footwear [source: Bureau van Dijk]",sportvision.mk,1.50018939269759,1.65997500382972,1.97107388586679,23.6412291654858,17.9994875778072,18.4101022343746,0.10706479848799971,0.09222345895426583,0.06345648875515068,0.08544826481554506
BEO-SPORT SYSTEM DOO BEOGRAD,RS,Serbie,BEOGRAD (PALILULA),,4771.0,Commerce de détail d'habillement en magasin spécialisé,"Engaged in the wholesale distribution of fashion, casual and sportswear",Wholesale,Retail sale of clothing in specialised stores,"www.beosport.com
rs.beosport.com",1.64887602309613,0.813501374208184,0.867878735164426,22.9242056669129,16.9567877022452,18.09737529639,0.04795605555782155,0.047974969581088205,0.07192729148630853,0.05743963152325885
EMMEPI S.R.L.,IT,Italie,RIPALIMOSANI,VIALE UNITA' D'ITALIA 18,4772.0,Commerce de détail de chaussures et d'articles en cuir en magasin spécialisé,Specialises in manufacturing mechanical parts for companies and clients on the national and international markets,Manufacturing,Specialises in manufacturing mechanical parts for companies and clients on the national and international markets [source: Bureau van Dijk],"mecapoce.com
www.meca.moda
www.emmepi-cb.com",1.661366,0.551261,1.018801,22.728831,18.917818,22.534004,0.04521171647968111,0.029139777113829934,0.07309509230809098,0.05034894238299508
SCHOOLBLAZER LIMITED,GB,Royaume-Uni,PETERBOROUGH,,4771.0,Commerce de détail d'habillement en magasin spécialisé,Operates as the leading supplier of high quality uniforms to the UK's most prestigious schools,Wholesale,Retail sale of clothing. Trading as 'Schoolblazer.com',www.schoolblazer.com,2.72985231096242,2.01214632726815,1.60386341690464,22.2215861937365,17.599046464399,16.7486467091134,0.09576077666214868,0.11433269020219408,0.1228468700282013,0.11217859103238254
YUVELIRNAYA SET EPL DAIMOND,RU,Fédération de Russie,MOSCOW,PER. 1-I SHCHIPKOVSKII D. 20,4777.0,Commerce de détail d'articles d'horlogerie et de bijouterie en magasin spécialisé,Engaged in the retail distribution of jewelry,Retail,Sale of jewellery.,epldiamond.com,0.949243775994959,0.136123734460086,1.54639771420614,22.7169023029719,15.5088285760446,22.6097972348914,0.06839502796689136,0.008777177063543458,0.041785792945492214,0.04326033333241542
BASSETTI (DEUTSCHLAND) GMBH  ZWEIGNIEDERLASSUNG OESTERREICH,AT,Autriche,WALS-HIMMELREICH,,4771.0,Commerce de détail d'habillement en magasin spécialisé,Engaged in the retail sale of home textiles,Retail,Engaged in the retail sale of home textiles [source: Bureau van Dijk],www.zucchibassetti.com,5.65146988,5.29572509,4.60801786,22.37489075,19.77665269,18.62675215,0.2473870819180895,0.2677766138188677,0.2525808927134091,0.2559336795972827
FANTASIA S.R.L.,IT,Italie,GINOSA,VIA PITAGORA 56,4771.0,Commerce de détail d'habillement en magasin spécialisé,"Engaged in the retail distribution of a general line of new clothing for men, women, and children",Retail,"Engaged in the retail distribution of a general line of new clothing for men, women, and children [source: Bureau van Dijk]",www.fantasiacalzature.it,0.247284,0.197672,0.50239,22.029103,21.970507,22.669546,0.022161449549982164,0.008997152409819216,0.011225332234362879,0.014209659411317582
CUPCAKE CLOTHING LIMITED,GB,Royaume-Uni,LONDON,,4771.0,Commerce de détail d'habillement en magasin spécialisé,Engaged in the design and manufacture of clothing,Manufacturing,The design and manufacture of clothing.,www.cupcakeclothing.co.uk,0.675168511866492,-0.39773861954296,0.0929734359664018,22.3312272159501,13.9205849198174,21.8858399331691,0.004248109108460391,-0.028571976093959797,0.030234277110585853,0.00637114357233981
LAURAMAR,FR,France,LYON,,4777.0,Commerce de détail d'articles d'horlogerie et de bijouterie en magasin spécialisé,Engaged in the rental and sale of real estate properties,Retail; Services,Engaged in the rental and sale of real estate properties [source: Bureau van Dijk],"www.maier.fr
www.lauramar.com.ar",3.165204,1.532263,1.501474,21.944181,15.050313,15.665828,0.09584389666476614,0.10180937765214584,0.1442388759006317,0.1177155923961118
KATAPULT D.O.O.,HR,Croatie,ZAGREB,,4772.0,Commerce de détail de chaussures et d'articles en cuir en magasin spécialisé,Primarily engaged in the wholesale of footwear products,Wholesale,Primarily engaged in the wholesale of footwear products [source: Bureau van Dijk],www.officeshoes.hr,0.256550462733029,0.42531533086486,1.11197648169372,21.5353116012873,24.6176865964816,27.0150839300715,0.04116131878664783,0.017276819623077286,0.011913013727541949,0.024516732202401866
VALENTI & C. S.R.L.,IT,Italie,PISA,BORGO STRETTO 28,4772.0,Commerce de détail de chaussures et d'articles en cuir en magasin spécialisé,Engaged in the retail sale of footwear products in Italy,Retail,Engaged in the retail sale of footwear products in Italy [source: Bureau van Dijk],www.valentipisa.it,0.25067,0.197746,0.262296,21.036095,19.437646,21.963982,0.011942096838360183,0.010173351238107742,0.01191618501437648,0.011382734120525182
PILAR PRIETO GUMIEL SL,ES,Espagne,ALCORCON,,4771.0,Commerce de détail d'habillement en magasin spécialisé,Engaged in the production and retail distribution of clothing and accessories,Manufacturing; Retail,Engaged in the production and retail distribution of clothing and accessories [source: Bureau van Dijk],www.pilarprieto.es,2.42530603,-0.00734,2.147210259,20.47886785,15.217511,24.40002294,0.08800033771607593,-0.00048233906320159714,0.11842969287972624,0.07596422003687485
NIELSENS A/S,DK,Danemark,ODENSE SV,,4771.0,Commerce de détail d'habillement en magasin spécialisé,"Engaged in the retail sale of specialized lines of men's, women's, and children's clothing",Retail,"Engaged in the retail sale of specialized lines of men's, women's, and children's clothing [source: Bureau van Dijk]","www.nielsens.dk
nielsens.dk",3.50737888252338,-0.748391458407085,2.59274000763882,19.9643970470416,30.0303165444614,36.8500923951244,0.0703591182306469,-0.024921197793538196,0.17568168346176607,0.0616240357837772
VIGORA,RU,Fédération de Russie,MOSCOW,"PROEZD 2-I KAPOTNINSKII D. 1, STR. 3, POMESHCH. 2",4771.0,Commerce de détail d'habillement en magasin spécialisé,Engaged in the retail trade of clothing and footwear products,Retail,Engaged in the retail trade of clothing and footwear products [source: Bureau van Dijk],www.vigorasildenafil.com,1.30511066002828,0.718300898954861,1.59941385989793,19.9300072887516,7.95817519248579,14.753270329758,0.10841080141206667,0.09025949813634285,0.06548470560594717,0.0849601779502902
STADIO SPORT SOCIEDAD LIMITADA,ES,Espagne,ARUCAS,,4771.0,Commerce de détail d'habillement en magasin spécialisé,Engaged in the operation of sporting goods store,Retail,Engaged in the operation of sporting goods store [source: Bureau van Dijk],www.estadiosport.net,2.50952755,1.07250184,2.02233053,19.85952038,18.32671189,22.76011734,0.08885413461581038,0.05852123645732721,0.12636395552267612,0.09195562910433021
N PEAL (RETAIL) LIMITED,IE,Irlande,KILDARE,,4771.0,Commerce de détail d'habillement en magasin spécialisé,,,Design and sale of luxury cashmere clothing. Accounts data converted from Sterling.,,1.905657,-0.400756,1.805472,19.399543,12.466876,17.725489,0.10185738740409361,-0.03214566343645353,0.09823205629122293,0.0667522814407544
DESPI ASTIGI S.L.,ES,Espagne,CORNELLA DE LLOBREGAT,,4777.0,Commerce de détail d'articles d'horlogerie et de bijouterie en magasin spécialisé,Engaged in the operation of a jewelry store,Retail,Engaged in the operation of a jewelry store [source: Bureau van Dijk],,0.36141,0.1854559,0.04242018,19.3380299,23.90342285,8.64584713,0.004906422628363081,0.007758549943402772,0.018689080628632188,0.011357038839231273
DONATOR,ME,Monténégro,TUZI,,4771.0,Commerce de détail d'habillement en magasin spécialisé,Primarily engaged in the wholesale of non-durable goods,Wholesale,Retail sale of clothing in specialised stores,www.donator.co.me,1.503968,0.721736,1.632063,19.211308,16.773099,22.683022,0.07195086263197205,0.043029376980366005,0.07828555973388174,0.06575653758408265
TOMASINI FRANCIA SRL,IT,Italie,SPOLETO,CORSO GIUSEPPE GARIBALDI 50,4777.0,Commerce de détail d'articles d'horlogerie et de bijouterie en magasin spécialisé,Engaged in the retail trade of luxury watch and jewelry,Retail,Engaged in the retail trade of luxury watch and jewelry [source: Bureau van Dijk],"www.tomasinifrancia.it
tomasinifrancia.it",1.593885,1.143813,0.36608,19.119403,16.292973,17.814843,0.020549156677945466,0.07020284143354316,0.08336478916208838,0.058311857322472564
DESNUDOS SOCIEDAD LIMITADA,ES,Espagne,LAS PALMAS DE GRAN CANARIA,,4771.0,Commerce de détail d'habillement en magasin spécialisé,Engaged in the retail sale and marketing of clothing and apparel products,Retail,Engaged in the retail sale and marketing of clothing and apparel products [source: Bureau van Dijk],www.desnudos.es,2.70336603,1.35153905,2.32490608,18.96759794,17.63078039,22.79892556,0.10197437040976065,0.0766579255202214,0.14252548153706807,0.10740910348077416
IRINIK SRL,RO,Roumanie,BOTOSANI,,4777.0,Commerce de détail d'articles d'horlogerie et de bijouterie en magasin spécialisé,"Engaged in the retail sale of jewelry, luggage and leather goods",Retail,"Engaged in the retail sale of jewelry, luggage and leather goods [source: Bureau van Dijk]",www.sabrini.ro,0.821564758757554,0.674481093330839,1.11817033702836,18.9426141094186,11.9217581168416,13.5805163473709,0.08233636398109638,0.05657563982765384,0.043371245067440695,0.05881927647958494
"VISAO DO TEMPO II - DISTRIBUICAO, S.A.",PT,Portugal,CARNAXIDE,,4777.0,Commerce de détail d'articles d'horlogerie et de bijouterie en magasin spécialisé,"Engaged in the retail sale of jewelry, watches, precious stones, and precious metals",Retail,"Engaged in the retail sale of jewelry, watches, precious stones, and precious metals [source: Bureau van Dijk]","www.pandoraonline.pt/acerca-visao-do-tempo
pandoraonline.pt",1.689071,0.732294,1.648787,18.913793,18.030416,27.709999,0.0595015178455979,0.040614370738867034,0.08930366320494255,0.06295262328478296
"EQUACAO DO TEMPO - RELOJOARIA, LDA",PT,Portugal,PORTO,,4777.0,Commerce de détail d'articles d'horlogerie et de bijouterie en magasin spécialisé,Engaged in the retail sale of watches,Retail,Engaged in the retail sale of watches [source: Bureau van Dijk],www.marcolino.pt,4.3039434,4.79562005,9.025789,18.77050384,19.988585299,35.4815958,0.254379454939848,0.23991793207295756,0.22929290746198744,0.24414311997380858
LE SAC S.R.L.,IT,Italie,MILANO,VIA BERNARDO DAVANZATI 28,4772.0,Commerce de détail de chaussures et d'articles en cuir en magasin spécialisé,,,,"www.lesacoutlet.it
lesacsrl.it",2.543972,0.483832,0.166646,18.572693,12.596955,10.838373,0.015375554984129073,0.038408647169097615,0.13697378188505027,0.07604381077604204
"ARCO PAWEL NAGLY, JACEK DUDAK SP.J.",PL,Pologne,KATOWICE,,4771.0,Commerce de détail d'habillement en magasin spécialisé,"Engaged in the wholesale and retail distribution of a general line of new clothing and accessories for men, women, and children",Wholesale; Retail,"Engaged in the wholesale and retail distribution of a general line of new clothing and accessories for men, women, and children [source: Bureau van Dijk]",www.sportjam.pl,3.44427352880346,0.189725339298819,1.24415896657396,18.5433615057168,13.7066258267835,20.2932922019668,0.06130887754394912,0.013841870471730924,0.18574159424878886,0.09284075676083918
SERGIO CAPONE S.R.L.,IT,Italie,PISA,BORGO STRETTO 6,4777.0,Commerce de détail d'articles d'horlogerie et de bijouterie en magasin spécialisé,Operates as a retailer of jewelry goods and watches,Retail,Operates as a retailer of jewelry goods and watches [source: Bureau van Dijk],"www.sergiocapone.it
www.sergiocapone.com",2.166297,1.076693,1.991636,18.159264,12.521517,15.821035,0.12588531660539276,0.0859874246866414,0.11929431721461839,0.11256820593845195
SPORTROOM SP. Z O.O. SP.K.,PL,Pologne,LODZ,,4771.0,Commerce de détail d'habillement en magasin spécialisé,Engaged in the retail distribution of footwear,Retail,Engaged in the retail distribution of footwear [source: Bureau van Dijk],www.wbsport.pl,1.15389034877075,0.534266555465475,0.497616707994821,17.8631185711229,13.9110955353078,12.7463007916902,0.0390400882677456,0.03840578580669302,0.06459624304549498,0.049095874502639726
VAN GRAAF RUHAZATI ES KERESKEDELMI BETETI TARSASAG,HU,Hongrie,BUDAPEST,,4771.0,Commerce de détail d'habillement en magasin spécialisé,Engaged in the retail sale of fashion clothing and accessories,Retail,Engaged in the retail sale of fashion clothing and accessories [source: Bureau van Dijk],"www.vangraaf.com/hu
company.vangraaf.com/en",0.558765051112705,-1.40071434513124,1.9815023862201,17.8434498429183,14.3924236885431,20.8248940283531,0.09515065879914125,-0.09732303435774062,0.03131485536887181,0.021476377832585367
AZEL D.O.O. SARAJEVO,BA,Bosnie-Herzégovine,ILIDZA,,4772.0,Commerce de détail de chaussures et d'articles en cuir en magasin spécialisé,Engaged in the provision of general construction and civil engineering services,Services,Engaged in the provision of general construction and civil engineering services [source: Bureau van Dijk],www.azel.ba,2.53882142672198,0.588465081159215,2.64093814762491,17.6694194176576,15.4853306835132,19.6237083530131,0.13457895419748275,0.038001453968673556,0.14368448485550447,0.10929126815087645
LANCERTO S.A.,PL,Pologne,LANCUT,,4771.0,Commerce de détail d'habillement en magasin spécialisé,"Engaged in the retail sale of clothing, particularly for men",Retail,"Engaged in the retail sale of clothing, particularly for men [source: Bureau van Dijk]",www.lancerto.com,2.64485759927438,-0.20251824789154,1.07305194969397,17.5777992839787,11.0513383924368,16.4972947521429,0.0650441157665918,-0.01832522366975364,0.15046579816649958,0.07790093548037898
NEWMAX NOWAK I WSPOLNICY SP.K.,PL,Pologne,RZESZOW,,4772.0,Commerce de détail de chaussures et d'articles en cuir en magasin spécialisé,Engaged in the wholesale and retail trade of New Balance sports shoes,Wholesale; Retail,Trade: footwear,"www.nbsklep.pl
nbsklep.pl",1.48379077453125,1.51932051710494,14.2325879068081,17.3772928946899,17.3170448264002,74.9769852582474,0.1898260894031149,0.08773555374694786,0.08538676211095354,0.15715775765458362
EVOLUTION S.R.L.,IT,Italie,POLIGNANO A MARE,STRADA COMUNALE QUINTAVALLE,4772.0,Commerce de détail de chaussures et d'articles en cuir en magasin spécialisé,Engaged in the retail sale of footwear,Retail,Engaged in the retail sale of footwear [source: Bureau van Dijk],"www.evolutionboutique.it
www.idievolution.it",0.463529,0.160081,0.707399,17.188694,11.747523,15.315017,0.04618989322702025,0.013626787536402356,0.026967086621007972,0.030078460636826534
MAGAZZINI BERTON S.R.L.,IT,Italie,BOLZANO VICENTINO,VIA ZUCCOLA 24/C,4771.0,Commerce de détail d'habillement en magasin spécialisé,"Engaged in the retail distribution of clothing, footwear and accessories",Retail,"Engaged in the retail distribution of clothing, footwear and accessories [source: Bureau van Dijk]",www.bertonmagazzini.it,0.788221,-0.362609,0.176986,16.458473,12.519877,15.368935,0.011515827218997283,-0.02896266472905445,0.04789150244983237,0.013588159906519643
"GOFAS, G., & CO P.C. ""GOFAS JEWELRY""",GR,Grèce,ATHENS,,4777.0,Commerce de détail d'articles d'horlogerie et de bijouterie en magasin spécialisé,Engaged in the operation of jewelry stores,Retail,"Imports and trade of jewellery, watches, garments, shoes, accessories and costume jewellery",www.gofas.gr,0.91961,0.267622,0.671291,16.394452,7.60059,15.637521,0.04292822372548692,0.03521068759135804,0.05609275625681175,0.046893838281415204
TWA RETAIL SP. Z O.O. SP.K.,PL,Pologne,KRAKOW,,4771.0,Commerce de détail d'habillement en magasin spécialisé,Engaged in the retail trade of clothing apparels,Retail,Engaged in the retail trade of clothing apparels [source: Bureau van Dijk],www.reporteryoung.pl,1.25697064001035,0.406987956415867,0.643643655277333,16.3686718171175,13.1649870867053,15.3593158933041,0.041905750213649146,0.030914421239870787,0.076791242078412,0.05140230207803546
"NIVEL PRECIOSO, LDA",PT,Portugal,VIZELA,,4777.0,Commerce de détail d'articles d'horlogerie et de bijouterie en magasin spécialisé,Engaged in the retail trade of a wide range of merchandise,Retail,Engaged in the retail trade of a wide range of merchandise [source: Bureau van Dijk],,0.07567992,0.11587089,0.05279257,16.16836178,19.94209667,12.20881045,0.004324137082495207,0.005810366478380931,0.004680741378116292,0.005056851760437128
LIMITED LIABILITY COMPANY U4 GROUP,RU,Fédération de Russie,KRASNODAR,"UL. STAVROPOLSKAYA D. 133, POMESHCH. 2",4771.0,Commerce de détail d'habillement en magasin spécialisé,Engaged in wholesaling of miscellaneous non-durable goods,Wholesale,Engaged in wholesaling of miscellaneous non-durable goods [source: Bureau van Dijk],"www.u4group.ru
u4group.ru
yufogroup.ru",1.46106982110125,0.200423997682764,0.0143073135240935,16.0596102768918,8.16793149805779,10.3404347042213,0.0013836278583387593,0.02453791363583568,0.09097791265853979,0.04847842723214852
MEGAFORT OU,EE,Estonie,TALLINN,,4777.0,Commerce de détail d'articles d'horlogerie et de bijouterie en magasin spécialisé,Engaged in the retail trade of watches and jewelry,Retail,Retail sale of watches and jewellery in specialised stores,www.goldtime.ee,3.495364,2.490469,0.226213,16.054008,12.986375,12.857266,0.01759417593133719,0.19177553397310643,0.21772531818845486,0.14826717365454084
ADRENALINE.PL SP. Z O.O. SP.K.,PL,Pologne,OLSZTYN,,4771.0,Commerce de détail d'habillement en magasin spécialisé,Engaged in the retail of sportswear,Retail,Engaged in the retail of sportswear [source: Bureau van Dijk],adrenaline.pl,2.21883588927779,0.888781903755269,1.91522662318685,15.8637088714248,13.2183270106681,17.9788940037846,0.10652638715060506,0.0672386076572293,0.13986867177539833,0.10673066657204351
SA TURRI ET FILS,FR,France,PARAY LE MONIAL,,4772.0,Commerce de détail de chaussures et d'articles en cuir en magasin spécialisé,Engaged in the operation and management of a shoe store,Retail,Engaged in the operation and management of a shoe store [source: Bureau van Dijk],www.chaussures.turri.fr,0.388364,0.084071,-0.161634,15.982549,13.499001,16.712781,-0.009671280919674589,0.006227942349215324,0.024299252891387974,0.006728119950476175
CENERE GB SRL,IT,Italie,BASSANO DEL GRAPPA,VIA JACOPO DA PONTE 18/20,4771.0,Commerce de détail d'habillement en magasin spécialisé,,,,www.ceneregb.com,0.417205,0.804525,0.244762,15.528726,12.369736,12.185427,0.02008645244848621,0.06503978742957812,0.026866659892125083,0.036585571824131136
NEW YORKER ESTONIA OU,EE,Estonie,TALLINN,,4771.0,Commerce de détail d'habillement en magasin spécialisé,Operates as a clothing store,Retail,Retail sale of clothing in specialised stores,"www.newyorker.de
www.kristiine.com/stores/-/shops/Mood/1004402/New-Yorker",3.705385,2.40481,2.412554,15.486377,14.272351,15.83578,0.1523482897590141,0.16849431463674064,0.23926738965479147,0.1869249033238828
STELLA SITI RITEIL,RU,Fédération de Russie,MOSCOW,,4771.0,Commerce de détail d'habillement en magasin spécialisé,Engaged in the retail sale of fashion clothing and accessories for women,Retail,Engaged in the retail sale of fashion clothing and accessories for women [source: Bureau van Dijk],world.marella.com,1.79315599330747,0.320067273529936,1.99384995766618,15.446588449073,9.95238790232606,18.075716114244,0.11030544765498886,0.032159847131272914,0.11608751014629921,0.09447043766322905
HYLTON,FR,France,AIX EN PROVENCE,,4772.0,Commerce de détail de chaussures et d'articles en cuir en magasin spécialisé,Engaged in offering shoes of all styles for men and women,Retail,Engaged in offering shoes of all styles for men and women [source: Bureau van Dijk],www.hylton.fr,1.132412,0.538293,1.156517,15.350263,11.837258,11.443548,0.1010627997540623,0.0454744671443336,0.07377150476184023,0.07318518677285374
MYSHOE N. I. MINOGLOU S.A.,GR,Grèce,OINOFYTA,,4772.0,Commerce de détail de chaussures et d'articles en cuir en magasin spécialisé,Engaged in the wholesale of clothing and footwear products,Wholesale,"Exclusive imports, imports and trade of shoes, slippers, garments, travelling goods, white linen, tableware, decoratives and small furniture (also via internet: www.myshoe.gr, www.laredoute.gr and www.samsonite.gr)",www.myshoe.gr,0.310886,0.022891,0.080716,15.073145,11.354509,12.205451,0.006613110814176387,0.0020160272892469416,0.020625158186960982,0.010728959010672324
ROBERT GATWARD JEWELLERS LIMITED,GB,Royaume-Uni,HUNGERFORD,,4777.0,Commerce de détail d'articles d'horlogerie et de bijouterie en magasin spécialisé,Engaged in the wholesale and retail of jewelry and related services,Wholesale; Retail; Services,Jewellery retailers.,www.robertgatwardjewellers.co.uk,3.30995847266569,1.60665778008127,1.62232790917749,14.7154034554506,11.1341063675976,13.5112908325796,0.12007201453066141,0.14430055965308133,0.22493154759135592,0.16612833207165753
GLOBAL BRANDS DISTRIBUTION OOD,BG,Bulgarie,SOFIA,"KV. ZHILISHTNA GRUPA YUZHEN PARK, UL. KOZYAK 12, BL. 122, VH. A, ET. 1, AP. 1",4771.0,Commerce de détail d'habillement en magasin spécialisé,Engaged in the retail sale of branded apparel and footwear in specialised stores,Retail,Engaged in the retail sale of branded apparel and footwear in specialised stores [source: Bureau van Dijk],www.globalbrands.bg,1.10742561714946,0.786860678252762,0.683082764938541,14.9911479780421,12.2446565194772,12.8410356597541,0.05319530161258206,0.06426155580608789,0.07387196889601338,0.06431068542895106
MANZONI SRL,IT,Italie,BELLUNO,VIA ROMA 19,4772.0,Commerce de détail de chaussures et d'articles en cuir en magasin spécialisé,Engaged in the retail sale of footwear products,Retail,Engaged in the retail sale of footwear products [source: Bureau van Dijk],"www.manzonisrl.it
www.manzonitende.it",0.968651,0.781709,0.676662,14.949755,15.156903,18.425584,0.03672404630431252,0.05157445422722571,0.0647937708678169,0.050008445931675694
SICAR,FR,France,NICE,,4771.0,Commerce de détail d'habillement en magasin spécialisé,Engaged in the retail sale of clothing principally in France,Retail,Engaged in the retail sale of clothing principally in France [source: Bureau van Dijk],www.hermes.com,3.551795,1.297253,2.776264,14.945482,9.905439,14.235613,0.1950224412534957,0.1309637058993549,0.2376500804724799,0.1950879553556731
S. D. KELLS LIMITED,GB,Royaume-Uni,ENNISKILLEN,,4771.0,Commerce de détail d'habillement en magasin spécialisé,"Engaged in the retail sale of apparel, accessories and other textile products",Retail,"Ladies, gents and childrens outfitters, together with the sale of household goods.",www.sdkells.co.uk,2.3667706064599,1.12579234091353,0.951064328193919,15.1034824238296,11.196673899832,15.1139401437755,0.06292629977005723,0.10054703307295766,0.15670363562814593,0.10729745798175908
MATTIOLI & STEFANI S.R.L.,IT,Italie,MODENA,VIA SARAGOZZA 130,4777.0,Commerce de détail d'articles d'horlogerie et de bijouterie en magasin spécialisé,,,,www.watchesforpassion.com/about-us,1.544848,0.707701,0.737827,14.824106,9.056603,7.887461,0.09354429771506953,0.07814199209129516,0.10421188299651932,0.09413120113623163
RETAIL SHOES LLC,RU,Fédération de Russie,MOSCOW,,4772.0,Commerce de détail de chaussures et d'articles en cuir en magasin spécialisé,Engaged in the retail trade of footwear and other related products,Retail,Engaged in the retail trade of footwear and other related products [source: Bureau van Dijk],respect-shoes.ru,1.52847821564563,0.746672879913641,1.01107412105189,14.8060066658684,11.3509875717743,15.3204294929046,0.06599515513061512,0.06578043321713607,0.10323365713249069,0.07922925102483935
PAPINI S.R.L.,IT,Italie,CATANIA,CORSO ITALIA 171,4771.0,Commerce de détail d'habillement en magasin spécialisé,Operates as the exclusive fashion store of luxury brands with a wide selection of haute-couture clothings of international designers,Retail,Operates as the exclusive fashion store of luxury brands with a wide selection of haute-couture clothings of international designers [source: Bureau van Dijk],www.papinistore.com,0.275959,-0.183821,0.16457,14.695368,13.792795,14.612698,0.011262122846855523,-0.013327320532205403,0.018778638275679792,0.005955983106694782
DAVID-ANDERSEN AS,NO,Norvège,OSLO,POSTBOKS 773  SENTRUM,4777.0,Commerce de détail d'articles d'horlogerie et de bijouterie en magasin spécialisé,Engaged in the retail sale and marketing of gold and silver wares and related fashion accessories as well as in redesigning fashionable items,Retail,Engaged in the retail sale and marketing of gold and silver wares and related fashion accessories as well as in redesigning fashionable items [source: Bureau van Dijk],www.david-andersen.no,1.24300079711192,1.36216544796284,0.355960612667011,14.642823677019,12.86872798956,12.028143299972,0.029593978371361743,0.1058508229459759,0.08488805332421862,0.07488997728097714
COLELLA GROUP S.R.L.,IT,Italie,NAPOLI,VIA VINCENZO RUIZ ARANGIO 42,4771.0,Commerce de détail d'habillement en magasin spécialisé,Engaged in the retail sale of clothing in specialised stores,Retail,Engaged in the retail sale of clothing in specialised stores [source: Bureau van Dijk],"lnx.spadaroma.com
www.spadaroma.com",0.602005,0.555129,0.62813,14.587989,12.12113,19.060658,0.03295426632176077,0.045798452784517614,0.041267168490461574,0.03900530256024625
ROBERTO JOYERO VIGO SL,ES,Espagne,VIGO,,4777.0,Commerce de détail d'articles d'horlogerie et de bijouterie en magasin spécialisé,"Primarily engaged in the wholesale and retail sale of jewelry, watches, precious stones, and precious metals",Wholesale; Retail,"Primarily engaged in the wholesale and retail sale of jewelry, watches, precious stones, and precious metals [source: Bureau van Dijk]",www.robertojoyero.com,5.14066007,2.70678674,3.18189501,14.56622178,9.3199937,10.776498579,0.29526241632885386,0.29042795812190303,0.35291650420003423,0.318190370241256
GARIBALDINA S.R.L.,IT,Italie,RHO,CORSO GIUSEPPE GARIBALDI 23,4772.0,Commerce de détail de chaussures et d'articles en cuir en magasin spécialisé,Engaged in the retail trade of footwear and other related leather products,Retail,Engaged in the retail trade of footwear and other related leather products [source: Bureau van Dijk],www.garibaldinacalzature.it,1.510979,0.485415,1.108136,14.393447,10.760742,14.494441,0.0764524827138901,0.045109807483535984,0.10497686898767196,0.07830106614024242
MGCGROUP MEGACALZADO IBERICA SL,ES,Espagne,ORKOIEN,,4772.0,Commerce de détail de chaussures et d'articles en cuir en magasin spécialisé,Engaged in the retail distribution of footwear and related products,Retail,Engaged in the retail distribution of footwear and related products [source: Bureau van Dijk],www.megacalzado.com,0.60141029,0.58921448,0.38262085,14.35645861,12.70357495,16.17198241,0.02365948962221262,0.04638178483766099,0.04189127042661393,0.03639075311897836
CUMINI TRE S.R.L.,IT,Italie,GEMONA DEL FRIULI,VIA SAN DANIELE 3,4771.0,Commerce de détail d'habillement en magasin spécialisé,Engaged in the sale of clothing and accessories,Retail,Engaged in the sale of clothing and accessories [source: Bureau van Dijk],"www.cumini.it
www.cumini.com",0.435806,0.554449,0.44367,14.340965,12.899452,14.585983,0.03041755910451836,0.04298236855333079,0.030388889450605312,0.03428277355928313
SUIT S.R.L.,IT,Italie,LECCE,VIA 140 REGGIMENTO FANTERIA 12,4771.0,Commerce de détail d'habillement en magasin spécialisé,,,,www.suitnegozi.com,1.822914,1.00396,0.54537,14.267327,12.008573,8.877409,0.06143346555284318,0.08360360552415345,0.12776843202654567,0.09592963211514456
M&A EXPORT S.R.L.,IT,Italie,MAZZE,VIA ITALIA 21,4771.0,Commerce de détail d'habillement en magasin spécialisé,,,,maexport.app,2.176399,0.574867,0.73697,14.259646,6.75549,7.359988,0.10013195673688598,0.08509626984867123,0.1526264396745894,0.12293289009063009
